1773407569.021048 server started (23994): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1773407569.021069 on Darwin 25.3.0 Darwin Kernel Version 25.3.0: Wed Jan 28 20:54:46 PST 2026; root:xnu-12377.91.3~2/RELEASE_ARM64_T6000
1773407569.021074 using libevent 2.1.12-stable select
1773407569.021081 using utf8proc 2.11.3
1773407569.021085 using ncurses 6.5 20240427
1773407569.034929 cmd_parse_build_commands 0:25: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1773407569.034933 cmd_parse_build_commands 0:26: C-h
1773407569.034937 cmd_parse_build_commands 0:27 0:0: copy-mode
1773407569.034941 cmd_parse_build_commands 0:27 0:1: -q
1773407569.034945 cmd_parse_build_commands 0:27 1:0: send-keys
1773407569.034949 cmd_parse_build_commands 0:27 1:1: -l
1773407569.034954 cmd_parse_build_commands 0:27 1:2: --
1773407569.034958 cmd_parse_build_commands 0:27 1:3: #{q:mouse_hyperlink}
1773407569.034962 cmd_parse_build_commands 0:28: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1773407569.034966 cmd_parse_build_commands 0:29: h
1773407569.034971 cmd_parse_build_commands 0:30 0:0: copy-mode
1773407569.034975 cmd_parse_build_commands 0:30 0:1: -q
1773407569.034979 cmd_parse_build_commands 0:30 1:0: set-buffer
1773407569.034983 cmd_parse_build_commands 0:30 1:1: --
1773407569.034987 cmd_parse_build_commands 0:30 1:2: #{q:mouse_hyperlink}
1773407569.034991 cmd_parse_build_commands 0:31: 
1773407569.034995 cmd_parse_build_commands 0:32: Horizontal Split
1773407569.034999 cmd_parse_build_commands 0:33: h
1773407569.035004 cmd_parse_build_commands 0:34 0:0: split-window
1773407569.035008 cmd_parse_build_commands 0:34 0:1: -h
1773407569.035012 cmd_parse_build_commands 0:35: Vertical Split
1773407569.035016 cmd_parse_build_commands 0:36: v
1773407569.035020 cmd_parse_build_commands 0:37 0:0: split-window
1773407569.035024 cmd_parse_build_commands 0:37 0:1: -v
1773407569.035028 cmd_parse_build_commands 0:38: 
1773407569.035032 cmd_parse_build_commands 0:39: #{?#{>:#{window_panes},1},,-}Swap Up
1773407569.035037 cmd_parse_build_commands 0:40: u
1773407569.035041 cmd_parse_build_commands 0:41 0:0: swap-pane
1773407569.035046 cmd_parse_build_commands 0:41 0:1: -U
1773407569.035050 cmd_parse_build_commands 0:42: #{?#{>:#{window_panes},1},,-}Swap Down
1773407569.035054 cmd_parse_build_commands 0:43: d
1773407569.035058 cmd_parse_build_commands 0:44 0:0: swap-pane
1773407569.035063 cmd_parse_build_commands 0:44 0:1: -D
1773407569.035069 cmd_parse_build_commands 0:45: #{?pane_marked_set,,-}Swap Marked
1773407569.035074 cmd_parse_build_commands 0:46: s
1773407569.035080 cmd_parse_build_commands 0:47 0:0: swap-pane
1773407569.035084 cmd_parse_build_commands 0:48: 
1773407569.035088 cmd_parse_build_commands 0:49: Kill
1773407569.035093 cmd_parse_build_commands 0:50: X
1773407569.035097 cmd_parse_build_commands 0:51 0:0: kill-pane
1773407569.035101 cmd_parse_build_commands 0:52: Respawn
1773407569.035105 cmd_parse_build_commands 0:53: R
1773407569.035110 cmd_parse_build_commands 0:54 0:0: respawn-pane
1773407569.035114 cmd_parse_build_commands 0:54 0:1: -k
1773407569.035118 cmd_parse_build_commands 0:55: #{?pane_marked,Unmark,Mark}
1773407569.035122 cmd_parse_build_commands 0:56: m
1773407569.035126 cmd_parse_build_commands 0:57 0:0: select-pane
1773407569.035130 cmd_parse_build_commands 0:57 0:1: -m
1773407569.035135 cmd_parse_build_commands 0:58: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1773407569.035139 cmd_parse_build_commands 0:59: z
1773407569.035143 cmd_parse_build_commands 0:60 0:0: resize-pane
1773407569.035147 cmd_parse_build_commands 0:60 0:1: -Z
1773407569.035154 cmd_parse_build_commands 0:0: send
1773407569.035158 cmd_parse_build_commands 0:1: -X
1773407569.035162 cmd_parse_build_commands 0:2: history-top
1773407569.035171 args_parse_flags: next -X
1773407569.035175 args_parse_flags: -X
1773407569.035190 args_parse_flags: next history-top
1773407569.035194 args_parse: flags end at 2 of 3
1773407569.035199 args_parse: 2 = history-top (type STRING)
1773407569.035206 cmd_parse_build_commands: send-keys -X history-top
1773407569.035212 cmd_parse_build_commands 0:0: send
1773407569.035216 cmd_parse_build_commands 0:1: -X
1773407569.035220 cmd_parse_build_commands 0:2: history-bottom
1773407569.035226 args_parse_flags: next -X
1773407569.035230 args_parse_flags: -X
1773407569.035234 args_parse_flags: next history-bottom
1773407569.035239 args_parse: flags end at 2 of 3
1773407569.035244 args_parse: 2 = history-bottom (type STRING)
1773407569.035251 cmd_parse_build_commands: send-keys -X history-bottom
1773407569.035258 cmd_parse_build_commands 0:0: if
1773407569.035264 cmd_parse_build_commands 0:1: -F
1773407569.035269 cmd_parse_build_commands 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1773407569.035275 cmd_parse_build_commands 0:3: copy-mode -t=
1773407569.035280 cmd_parse_build_commands 1:0: send
1773407569.035287 cmd_parse_build_commands 1:1: -Xt=
1773407569.035292 cmd_parse_build_commands 1:2: search-backward
1773407569.035297 cmd_parse_build_commands 1:3: --
1773407569.035303 cmd_parse_build_commands 1:4: #{q:mouse_word}
1773407569.035308 args_parse_flags: next -F
1773407569.035313 args_parse_flags: -F
1773407569.035318 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1773407569.035322 args_parse: flags end at 2 of 4
1773407569.035327 args_parse: 2 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1} (type STRING)
1773407569.035331 args_parse: 3 = copy-mode -t= (type STRING)
1773407569.035338 args_parse_flags: next -Xt=
1773407569.035342 args_parse_flags: -X
1773407569.035346 args_parse_flag_argument: -t = =
1773407569.035350 args_parse_flags: next search-backward
1773407569.035354 args_parse: flags end at 2 of 5
1773407569.035358 args_parse: 2 = search-backward (type STRING)
1773407569.035363 args_parse: 3 = -- (type STRING)
1773407569.035367 args_parse: 4 = #{q:mouse_word} (type STRING)
1773407569.035383 cmd_parse_build_commands: if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}"
1773407569.035394 cmd_parse_build_commands 0:0: copy-mode
1773407569.035399 cmd_parse_build_commands 0:1: -q
1773407569.035403 cmd_parse_build_commands 1:0: send-keys
1773407569.035407 cmd_parse_build_commands 1:1: -l
1773407569.035411 cmd_parse_build_commands 1:2: --
1773407569.035415 cmd_parse_build_commands 1:3: #{q:mouse_word}
1773407569.035420 args_parse_flags: next -q
1773407569.035424 args_parse_flags: -q
1773407569.035428 args_parse: flags end at 2 of 2
1773407569.035435 args_parse_flags: next -l
1773407569.035439 args_parse_flags: -l
1773407569.035444 args_parse_flags: next --
1773407569.035448 args_parse: flags end at 3 of 4
1773407569.035452 args_parse: 3 = #{q:mouse_word} (type STRING)
1773407569.035461 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_word}"
1773407569.035467 cmd_parse_build_commands 0:0: copy-mode
1773407569.035472 cmd_parse_build_commands 0:1: -q
1773407569.035477 cmd_parse_build_commands 1:0: set-buffer
1773407569.035484 cmd_parse_build_commands 1:1: --
1773407569.035490 cmd_parse_build_commands 1:2: #{q:mouse_word}
1773407569.035496 args_parse_flags: next -q
1773407569.035500 args_parse_flags: -q
1773407569.035505 args_parse: flags end at 2 of 2
1773407569.035512 args_parse_flags: next --
1773407569.035517 args_parse: flags end at 2 of 3
1773407569.035522 args_parse: 2 = #{q:mouse_word} (type STRING)
1773407569.035530 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_word}"
1773407569.035537 cmd_parse_build_commands 0:0: copy-mode
1773407569.035543 cmd_parse_build_commands 0:1: -q
1773407569.035549 cmd_parse_build_commands 1:0: set-buffer
1773407569.035554 cmd_parse_build_commands 1:1: --
1773407569.035558 cmd_parse_build_commands 1:2: #{q:mouse_line}
1773407569.035564 args_parse_flags: next -q
1773407569.035570 args_parse_flags: -q
1773407569.035575 args_parse: flags end at 2 of 2
1773407569.035591 args_parse_flags: next --
1773407569.035596 args_parse: flags end at 2 of 3
1773407569.035602 args_parse: 2 = #{q:mouse_line} (type STRING)
1773407569.035610 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_line}"
1773407569.035619 cmd_parse_build_commands 0:0: copy-mode
1773407569.035625 cmd_parse_build_commands 0:1: -q
1773407569.035631 cmd_parse_build_commands 1:0: send-keys
1773407569.035637 cmd_parse_build_commands 1:1: -l
1773407569.035642 cmd_parse_build_commands 1:2: --
1773407569.035648 cmd_parse_build_commands 1:3: #{q:mouse_hyperlink}
1773407569.035654 args_parse_flags: next -q
1773407569.035661 args_parse_flags: -q
1773407569.035665 args_parse: flags end at 2 of 2
1773407569.035672 args_parse_flags: next -l
1773407569.035676 args_parse_flags: -l
1773407569.035680 args_parse_flags: next --
1773407569.035684 args_parse: flags end at 3 of 4
1773407569.035688 args_parse: 3 = #{q:mouse_hyperlink} (type STRING)
1773407569.035696 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}"
1773407569.035701 cmd_parse_build_commands 0:0: copy-mode
1773407569.035705 cmd_parse_build_commands 0:1: -q
1773407569.035709 cmd_parse_build_commands 1:0: set-buffer
1773407569.035713 cmd_parse_build_commands 1:1: --
1773407569.035717 cmd_parse_build_commands 1:2: #{q:mouse_hyperlink}
1773407569.035722 args_parse_flags: next -q
1773407569.035726 args_parse_flags: -q
1773407569.035730 args_parse: flags end at 2 of 2
1773407569.035735 args_parse_flags: next --
1773407569.035739 args_parse: flags end at 2 of 3
1773407569.035744 args_parse: 2 = #{q:mouse_hyperlink} (type STRING)
1773407569.035751 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_hyperlink}"
1773407569.035758 cmd_parse_build_commands 0:0: split-window
1773407569.035763 cmd_parse_build_commands 0:1: -h
1773407569.035768 args_parse_flags: next -h
1773407569.035772 args_parse_flags: -h
1773407569.035777 args_parse: flags end at 2 of 2
1773407569.035782 cmd_parse_build_commands: split-window -h
1773407569.035787 cmd_parse_build_commands 0:0: split-window
1773407569.035791 cmd_parse_build_commands 0:1: -v
1773407569.035796 args_parse_flags: next -v
1773407569.035800 args_parse_flags: -v
1773407569.035804 args_parse: flags end at 2 of 2
1773407569.035809 cmd_parse_build_commands: split-window -v
1773407569.035817 cmd_parse_build_commands 0:0: swap-pane
1773407569.035821 cmd_parse_build_commands 0:1: -U
1773407569.035827 args_parse_flags: next -U
1773407569.035831 args_parse_flags: -U
1773407569.035836 args_parse: flags end at 2 of 2
1773407569.035841 cmd_parse_build_commands: swap-pane -U
1773407569.035846 cmd_parse_build_commands 0:0: swap-pane
1773407569.035852 cmd_parse_build_commands 0:1: -D
1773407569.035857 args_parse_flags: next -D
1773407569.035862 args_parse_flags: -D
1773407569.035867 args_parse: flags end at 2 of 2
1773407569.035872 cmd_parse_build_commands: swap-pane -D
1773407569.035877 cmd_parse_build_commands 0:0: swap-pane
1773407569.035882 args_parse: flags end at 1 of 1
1773407569.035887 cmd_parse_build_commands: swap-pane
1773407569.035896 cmd_parse_build_commands 0:0: kill-pane
1773407569.035901 args_parse: flags end at 1 of 1
1773407569.035906 cmd_parse_build_commands: kill-pane
1773407569.035913 cmd_parse_build_commands 0:0: respawn-pane
1773407569.035917 cmd_parse_build_commands 0:1: -k
1773407569.035922 args_parse_flags: next -k
1773407569.035926 args_parse_flags: -k
1773407569.035930 args_parse: flags end at 2 of 2
1773407569.035936 cmd_parse_build_commands: respawn-pane -k
1773407569.035941 cmd_parse_build_commands 0:0: select-pane
1773407569.035945 cmd_parse_build_commands 0:1: -m
1773407569.035950 args_parse_flags: next -m
1773407569.035954 args_parse_flags: -m
1773407569.035958 args_parse: flags end at 2 of 2
1773407569.035963 cmd_parse_build_commands: select-pane -m
1773407569.035968 cmd_parse_build_commands 0:0: resize-pane
1773407569.035972 cmd_parse_build_commands 0:1: -Z
1773407569.035977 args_parse_flags: next -Z
1773407569.035981 args_parse_flags: -Z
1773407569.035992 args_parse: flags end at 2 of 2
1773407569.035997 cmd_parse_build_commands: resize-pane -Z
1773407569.036003 args_parse_flags: next -xP
1773407569.036007 args_parse_flag_argument: -x = P
1773407569.036011 args_parse_flags: next -yP
1773407569.036015 args_parse_flag_argument: -y = P
1773407569.036019 args_parse_flags: next -T
1773407569.036025 args_parse_flag_argument: -T = #[align=centre]#{pane_index} (#{pane_id})
1773407569.036030 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1773407569.036036 args_parse: flags end at 5 of 61
1773407569.036043 args_parse: 5 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,} (type STRING)
1773407569.036049 args_parse: 6 = < (type STRING)
1773407569.036057 args_parse: 7 = send-keys -X history-top (type COMMANDS)
1773407569.036064 args_parse: 8 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,} (type STRING)
1773407569.036070 args_parse: 9 = > (type STRING)
1773407569.036079 args_parse: 10 = send-keys -X history-bottom (type COMMANDS)
1773407569.036086 args_parse: 11 =  (type STRING)
1773407569.036092 args_parse: 12 = #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},} (type STRING)
1773407569.036098 args_parse: 13 = C-r (type STRING)
1773407569.036114 args_parse: 14 = if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" (type COMMANDS)
1773407569.036121 args_parse: 15 = #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},} (type STRING)
1773407569.036127 args_parse: 16 = C-y (type STRING)
1773407569.036136 args_parse: 17 = copy-mode -q ; send-keys -l "#{q:mouse_word}" (type COMMANDS)
1773407569.036142 args_parse: 18 = #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},} (type STRING)
1773407569.036148 args_parse: 19 = c (type STRING)
1773407569.036157 args_parse: 20 = copy-mode -q ; set-buffer "#{q:mouse_word}" (type COMMANDS)
1773407569.036163 args_parse: 21 = #{?mouse_line,Copy Line,} (type STRING)
1773407569.036174 args_parse: 22 = l (type STRING)
1773407569.036183 args_parse: 23 = copy-mode -q ; set-buffer "#{q:mouse_line}" (type COMMANDS)
1773407569.036189 args_parse: 24 =  (type STRING)
1773407569.036197 args_parse: 25 = #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1773407569.036203 args_parse: 26 = C-h (type STRING)
1773407569.036212 args_parse: 27 = copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" (type COMMANDS)
1773407569.036219 args_parse: 28 = #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1773407569.036224 args_parse: 29 = h (type STRING)
1773407569.036230 args_parse: 30 = copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" (type COMMANDS)
1773407569.036235 args_parse: 31 =  (type STRING)
1773407569.036239 args_parse: 32 = Horizontal Split (type STRING)
1773407569.036244 args_parse: 33 = h (type STRING)
1773407569.036249 args_parse: 34 = split-window -h (type COMMANDS)
1773407569.036254 args_parse: 35 = Vertical Split (type STRING)
1773407569.036258 args_parse: 36 = v (type STRING)
1773407569.036264 args_parse: 37 = split-window -v (type COMMANDS)
1773407569.036271 args_parse: 38 =  (type STRING)
1773407569.036276 args_parse: 39 = #{?#{>:#{window_panes},1},,-}Swap Up (type STRING)
1773407569.036281 args_parse: 40 = u (type STRING)
1773407569.036286 args_parse: 41 = swap-pane -U (type COMMANDS)
1773407569.036291 args_parse: 42 = #{?#{>:#{window_panes},1},,-}Swap Down (type STRING)
1773407569.036295 args_parse: 43 = d (type STRING)
1773407569.036301 args_parse: 44 = swap-pane -D (type COMMANDS)
1773407569.036306 args_parse: 45 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1773407569.036310 args_parse: 46 = s (type STRING)
1773407569.036315 args_parse: 47 = swap-pane (type COMMANDS)
1773407569.036319 args_parse: 48 =  (type STRING)
1773407569.036324 args_parse: 49 = Kill (type STRING)
1773407569.036328 args_parse: 50 = X (type STRING)
1773407569.036334 args_parse: 51 = kill-pane (type COMMANDS)
1773407569.036338 args_parse: 52 = Respawn (type STRING)
1773407569.036343 args_parse: 53 = R (type STRING)
1773407569.036356 args_parse: 54 = respawn-pane -k (type COMMANDS)
1773407569.036362 args_parse: 55 = #{?pane_marked,Unmark,Mark} (type STRING)
1773407569.036368 args_parse: 56 = m (type STRING)
1773407569.036374 args_parse: 57 = select-pane -m (type COMMANDS)
1773407569.036381 args_parse: 58 = #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom} (type STRING)
1773407569.036387 args_parse: 59 = z (type STRING)
1773407569.036395 args_parse: 60 = resize-pane -Z (type COMMANDS)
1773407569.036497 cmd_parse_build_commands: display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1773407569.036504 args_parse_flags: next -N
1773407569.036509 args_parse_flag_argument: -N = Display pane menu
1773407569.036513 args_parse_flags: next >
1773407569.036518 args_parse: flags end at 3 of 5
1773407569.036522 args_parse: 3 = > (type STRING)
1773407569.036616 args_parse: 4 = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } (type COMMANDS)
